Guest OS Analysis for Google Demo Customer
,
Applied Filters
None
,
Table Data
VM Name,Tags,Severity,VM State,Guest OS,End of Support,32/64 bits,vCPU,vRAM (GB),Tools Installed
VM-3292745,PoweredOn;windows_power_on,Normal,Powered On,Windows Server 2012,10 Jan 2023,64-bit,4,4.00,Installed
VM-3292780,PoweredOn;PowerOn/Win2008R2;windows_power_on,Need Attention,Powered On,Windows Server 2008 R2,14 Jan 2020,64-bit,1,2.00,Installed
VM-3294939,PoweredOn,Need Attention,Powered Off,Windows Server 2008 R2,14 Jan 2020,64-bit,8,8.00,Installed
VM-3296304,PoweredOn;PowerOn/Win2008R2;windows_power_on,Need Attention,Powered On,Windows Server 2008 R2,14 Jan 2020,64-bit,2,16.00,Installed
VM-3296306,PoweredOn;PowerOn/Win2008R2;windows_power_on,Need Attention,Powered On,Windows Server 2008 R2,14 Jan 2020,64-bit,2,16.00,Installed
VM-3296345,PoweredOn;PowerOn/Win2008R2;windows_power_on,Need Attention,Powered On,Windows Server 2008 R2,14 Jan 2020,64-bit,2,16.00,Installed
VM-3296500,PoweredOn;PowerOn/Win2008R2;windows_power_on,Need Attention,Powered On,Windows Server 2008 R2,14 Jan 2020,64-bit,2,16.00,Installed
VM-3296507,PoweredOn;PowerOn/Win2008R2;windows_power_on,Need Attention,Powered On,Windows Server 2008 R2,14 Jan 2020,64-bit,2,16.00,Installed
VM-3296509,PoweredOn;PowerOn/Win2008R2;windows_power_on,Need Attention,Powered On,Windows Server 2008 R2,14 Jan 2020,64-bit,2,16.00,Installed
VM-3296854,PoweredOn,Noteworthy,Powered On,Linux 4.7.4Zerto+ Debian GNU/Linux 8.5 (jessie),,"",1,3.00,Installed
VM-3296907,PoweredOn;PowerOn/Win2008R2;windows_power_on,Need Attention,Powered On,Windows Server 2008 R2,14 Jan 2020,64-bit,2,8.00,Installed
VM-3296911,PoweredOn;PowerOn/Win2008R2;windows_power_on,Need Attention,Powered On,Windows Server 2008 R2,14 Jan 2020,64-bit,4,32.00,Installed
VM-3297124,PoweredOn;windows_power_on,Normal,Powered On,Windows Server 2012,10 Jan 2023,64-bit,2,16.00,Installed
VM-3297133,PoweredOn;PowerOn/Win2008R2;windows_power_on,Need Attention,Powered On,Windows Server 2008 R2,14 Jan 2020,64-bit,2,16.00,Installed
VM-3297554,PoweredOn,Noteworthy,Powered On,Linux 4.7.4Zerto+ Debian GNU/Linux 8.5 (jessie),,"",1,3.00,Installed
VM-3297571,PoweredOn;PowerOn/Win2008R2;windows_power_on,Need Attention,Powered On,Windows Server 2008 R2,14 Jan 2020,64-bit,2,16.00,Installed
VM-3297762,PoweredOn;windows_power_on,Normal,Powered On,Windows Server 2012,10 Jan 2023,64-bit,2,4.00,Installed
VM-3297777,PoweredOn;windows_power_on,Normal,Powered On,Windows Server 2012,10 Jan 2023,64-bit,2,4.00,Installed
VM-3298183,PoweredOn;PowerOn/Win2008R2;windows_power_on,Need Attention,Powered On,Windows Server 2008 R2,14 Jan 2020,64-bit,8,8.00,Installed
VM-3298301,PoweredOn;windows_power_on,Noteworthy,Powered On,Windows Server 2012,10 Jan 2023,64-bit,2,4.00,Installed
VM-3298337,PoweredOn;windows_power_on,Noteworthy,Powered On,Windows Server 2012,10 Jan 2023,64-bit,2,8.00,Installed
VM-3298352,PoweredOn;windows_power_on,Normal,Powered On,Windows Server 2012,10 Jan 2023,64-bit,8,8.00,Installed
VM-3298359,PoweredOn;PowerOn/Win2008R2;windows_power_on,Need Attention,Powered On,Windows Server 2008 R2,14 Jan 2020,64-bit,8,4.00,Installed
VM-3298381,PoweredOn;PowerOn/Win2008R2;windows_power_on,Need Attention,Powered On,Windows Server 2008 R2,14 Jan 2020,64-bit,8,8.00,Installed
VM-3298667,PoweredOn;PowerOn/Win2008R2;windows_power_on,Need Attention,Powered On,Windows Server 2008 R2,14 Jan 2020,64-bit,4,32.00,Installed
VM-3298827,PoweredOn,Normal,Powered Off,Other Linux,,32-bit,1,2.00,Installed
VM-3298913,PoweredOn;PowerOn/Win2008R2;windows_power_on,Need Attention,Powered On,Windows Server 2008 R2,14 Jan 2020,64-bit,4,4.00,Installed
VM-3298938,PoweredOn;PowerOn/Win2008R2;windows_power_on,Need Attention,Powered On,Windows Server 2008 R2,14 Jan 2020,64-bit,4,8.00,Installed
VM-3298975,PoweredOn,Normal,Powered Off,Other Linux,,32-bit,1,2.00,Installed
VM-3298980,PoweredOn,Normal,Powered On,Other Linux,,32-bit,1,2.00,Installed
VM-3300384,PoweredOn,Noteworthy,Powered On,Linux 4.7.4Zerto+ Debian GNU/Linux 8.5 (jessie),,"",1,3.00,Installed
VM-3300385,PoweredOn,Noteworthy,Powered On,Linux 4.7.4Zerto+ Debian GNU/Linux 8.5 (jessie),,"",1,3.00,Installed
VM-3300386,PoweredOn,Noteworthy,Powered On,Linux 4.7.4Zerto+ Debian GNU/Linux 8.5 (jessie),,"",1,3.00,Installed
VM-3300543,PoweredOn,Noteworthy,Powered On,Linux 4.7.4Zerto+ Debian GNU/Linux 8.5 (jessie),,"",1,3.00,Installed
VM-3300550,PoweredOn,Noteworthy,Powered On,Linux 4.7.4Zerto+ Debian GNU/Linux 8.5 (jessie),,"",1,3.00,Installed
VM-3300551,PoweredOn,Noteworthy,Powered On,Linux 4.7.4Zerto+ Debian GNU/Linux 8.5 (jessie),,"",1,3.00,Installed
VM-3300577,PoweredOn,Need Attention,Powered Off,Windows Server 2008 R2,14 Jan 2020,64-bit,4,12.00,Installed
VM-3300581,PoweredOn,Noteworthy,Powered On,Linux 4.7.4Zerto+ Debian GNU/Linux 8.5 (jessie),,"",1,3.00,Installed
VM-3300830,PoweredOn,Need Attention,Powered On,Red Hat Enterprise Linux 5,31 Mar 2020,32-bit,2,1.00,Installed
VM-3300832,PoweredOn;windows_power_on,Noteworthy,Powered On,Windows Server 2016,,64-bit,2,4.00,Installed
VM-3300877,PoweredOn,Need Attention,Powered Off,Windows Server 2008 R2,14 Jan 2020,64-bit,8,8.00,Installed
VM-34462,PoweredOn,Need Attention,Powered Off,Windows Server 2008 R2,14 Jan 2020,64-bit,4,8.00,Installed
VM-383335,PoweredOn,Need Attention,Powered Off,Windows Server 2008 R2,14 Jan 2020,64-bit,4,8.00,Installed
VM-383336,PoweredOn,Need Attention,Powered Off,Windows Server 2008 R2,14 Jan 2020,64-bit,2,4.00,Installed
VM-394946,PoweredOn,Normal,Powered On,SUSE Linux Enterprise 11,,64-bit,1,3.52,Installed
VM-40218,PoweredOn,Normal,Powered Off,Red Hat Enterprise Linux 6,30 Nov 2023,64-bit,4,8.00,Installed
VM-404209,PoweredOn,Normal,Powered Off,Red Hat Enterprise Linux 6,30 Nov 2023,64-bit,2,4.00,Installed
VM-410221,PoweredOn,Normal,Powered On,CentOS 4/5/6/7,,64-bit,1,2.00,Installed
VM-411074,PoweredOn,Normal,Powered Off,Windows Server 2012,10 Jan 2023,64-bit,2,32.00,Installed
VM-414301,PoweredOn,Normal,Powered Off,Windows Server 2012,10 Jan 2023,64-bit,2,16.00,Installed
VM-414310,PoweredOn,Normal,Powered Off,Windows Server 2012,10 Jan 2023,64-bit,2,4.00,Installed
VM-414312,PoweredOn,Normal,Powered Off,Windows Server 2012,10 Jan 2023,64-bit,2,4.00,Installed
VM-414313,PoweredOn,Normal,Powered Off,Windows Server 2012,10 Jan 2023,64-bit,1,2.00,Installed
VM-414370,PoweredOn;windows_power_on,Normal,Powered On,Windows Server 2012,10 Jan 2023,64-bit,2,8.00,Installed
VM-414376,PoweredOn;windows_power_on,Normal,Powered On,Windows Server 2012,10 Jan 2023,64-bit,2,8.00,Installed
VM-424801,PoweredOn,Normal,Powered Off,Windows Server 2012,10 Jan 2023,64-bit,4,64.00,Installed
VM-427165,PoweredOn,Normal,Powered Off,Windows Server 2012,10 Jan 2023,64-bit,2,4.00,Installed
VM-427167,PoweredOn,Normal,Powered Off,Windows Server 2012,10 Jan 2023,64-bit,2,4.00,Installed
VM-427168,PoweredOn,Normal,Powered Off,Windows Server 2012,10 Jan 2023,64-bit,2,4.00,Installed
VM-427172,PoweredOn,Normal,Powered Off,Windows Server 2012,10 Jan 2023,64-bit,2,4.00,Installed
VM-427174,PoweredOn,Normal,Powered Off,Windows Server 2012,10 Jan 2023,64-bit,4,16.00,Installed
VM-427185,PoweredOn,Normal,Powered Off,Windows Server 2012,10 Jan 2023,64-bit,4,16.00,Installed
VM-427186,PoweredOn,Normal,Powered Off,Windows Server 2012,10 Jan 2023,64-bit,4,8.00,Installed
VM-427187,PoweredOn,Normal,Powered Off,Windows Server 2012,10 Jan 2023,64-bit,1,2.00,Installed
VM-428148,PoweredOn;windows_power_on,Normal,Powered On,Windows Server 2012,10 Jan 2023,64-bit,2,8.00,Installed
VM-428150,PoweredOn;windows_power_on,Normal,Powered On,Windows Server 2012,10 Jan 2023,64-bit,2,8.00,Installed
VM-433972,PoweredOn,Normal,Powered Off,Windows Server 2012,10 Jan 2023,64-bit,4,16.00,Installed
VM-433973,PoweredOn,Normal,Powered Off,Windows Server 2012,10 Jan 2023,64-bit,4,8.00,Installed
VM-442584,PoweredOn;PowerOn/Win2008R2;windows_power_on,Need Attention,Powered On,Windows Server 2008 R2,14 Jan 2020,64-bit,2,8.00,Installed
VM-442587,PoweredOn;PowerOn/Win2008R2;windows_power_on,Need Attention,Powered On,Windows Server 2008 R2,14 Jan 2020,64-bit,2,8.00,Installed
VM-444,PoweredOn,Need Attention,Powered Off,Windows Server 2003 Standard,14 Jul 2015,32-bit,1,4.00,Installed
VM-444328,PoweredOn,Noteworthy,Powered On,Other 2.6.x Linux,,64-bit,2,4.00,Installed
VM-446044,PoweredOn,Normal,Powered Off,Windows Server 2012,10 Jan 2023,64-bit,1,2.00,Installed
VM-448619,PoweredOn,Need Attention,Powered Off,Windows Server 2008 R2,14 Jan 2020,64-bit,2,4.00,Installed
VM-454902,PoweredOn,Normal,Powered Off,Windows Server 2012,10 Jan 2023,64-bit,4,8.00,Installed
VM-454909,PoweredOn,Normal,Powered Off,Windows Server 2012,10 Jan 2023,64-bit,2,4.00,Installed
VM-454918,PoweredOn,Normal,Powered Off,Windows Server 2012,10 Jan 2023,64-bit,4,8.00,Installed
VM-454929,PoweredOn,Normal,Powered Off,Windows Server 2012,10 Jan 2023,64-bit,2,4.00,Installed
VM-454931,PoweredOn,Normal,Powered Off,Windows Server 2012,10 Jan 2023,64-bit,2,4.00,Installed
VM-458,PoweredOn,Need Attention,Powered Off,Windows Server 2003 Standard,14 Jul 2015,32-bit,2,8.00,Installed
VM-466101,PoweredOn,Need Attention,Powered Off,Oracle Solaris 10,1 Jan 2021,64-bit,2,2.00,Installed
VM-46779,PoweredOn,Normal,Powered Off,Red Hat Enterprise Linux 6,30 Nov 2023,64-bit,6,20.00,Installed
VM-473751,PoweredOn,Normal,Powered Off,Windows Server 2012,10 Jan 2023,64-bit,2,4.00,Installed
VM-475540,PoweredOn,Normal,Powered Off,Windows Server 2012,10 Jan 2023,64-bit,2,4.00,Installed
VM-480495,PoweredOn;PowerOn/Win2008R2;wave1;windows_power_on,Need Attention,Powered On,Windows Server 2008 R2,14 Jan 2020,64-bit,8,8.00,Installed
VM-491139,PoweredOn;PowerOn/Win2008R2;windows_power_on,Need Attention,Powered On,Windows Server 2008 R2,14 Jan 2020,64-bit,8,8.00,Installed
VM-492086,PoweredOn,Normal,Powered Off,Windows Server 2012,10 Jan 2023,64-bit,1,2.00,Installed
VM-515883,PoweredOn,Normal,Powered Off,Windows Server 2012,10 Jan 2023,64-bit,2,16.00,Installed
VM-515885,PoweredOn,Normal,Powered Off,Windows Server 2012,10 Jan 2023,64-bit,2,16.00,Installed
VM-515886,PoweredOn,Normal,Powered Off,Windows Server 2012,10 Jan 2023,64-bit,2,16.00,Installed
VM-515887,PoweredOn,Normal,Powered Off,Windows Server 2012,10 Jan 2023,64-bit,2,4.00,Installed
VM-515888,PoweredOn,Normal,Powered Off,Windows Server 2012,10 Jan 2023,64-bit,2,4.00,Installed
VM-529692,PoweredOn,Normal,Powered Off,Windows Server 2012,10 Jan 2023,64-bit,2,8.00,Installed
VM-567854,PoweredOn,Need Attention,Powered Off,Windows Server 2008 R2,14 Jan 2020,64-bit,8,16.00,Installed
VM-567855,PoweredOn,Need Attention,Powered Off,Windows Server 2008 R2,14 Jan 2020,64-bit,8,8.00,Installed
VM-567856,PoweredOn,Need Attention,Powered Off,Windows Server 2008 R2,14 Jan 2020,64-bit,4,8.00,Installed
VM-567857,PoweredOn,Need Attention,Powered Off,Windows Server 2008 R2,14 Jan 2020,64-bit,4,8.00,Installed
VM-587917,PoweredOn,Normal,Powered Off,Windows Server 2012,10 Jan 2023,64-bit,8,32.00,Installed
VM-59849,PoweredOn,Normal,Powered Off,Other Linux,,32-bit,1,0.13,Installed
VM-603018,PoweredOn,Normal,Powered Off,Windows Server 2012,10 Jan 2023,64-bit,8,8.00,Installed
VM-603021,PoweredOn,Normal,Powered Off,Windows Server 2012,10 Jan 2023,64-bit,8,8.00,Installed
VM-606042,PoweredOn,Need Attention,Powered Off,Windows Server 2008 R2,14 Jan 2020,64-bit,4,16.00,Installed
VM-606043,PoweredOn,Need Attention,Powered Off,Windows Server 2008 R2,14 Jan 2020,64-bit,4,8.00,Installed
VM-6066,PoweredOn,Normal,Powered Off,Other Linux,,32-bit,1,0.13,Installed
VM-613266,PoweredOn,Normal,Powered Off,Windows Server 2012,10 Jan 2023,64-bit,4,30.00,Installed
VM-616420,PoweredOn;windows_power_on,Normal,Powered On,Windows Server 2012,10 Jan 2023,64-bit,2,4.00,Installed
VM-62797,PoweredOn,Need Attention,Powered Off,Windows Server 2008 R2,14 Jan 2020,64-bit,8,16.00,Installed
VM-62803,PoweredOn;PowerOn/Win2008R2;windows_power_on,Need Attention,Powered On,Windows Server 2008 R2,14 Jan 2020,64-bit,4,16.00,Installed
VM-62887,PoweredOn,Need Attention,Powered Off,Windows Server 2008 R2,14 Jan 2020,64-bit,8,4.00,Installed
VM-62889,PoweredOn,Need Attention,Powered Off,Windows Server 2008 R2,14 Jan 2020,64-bit,4,8.00,Installed
VM-640366,PoweredOn;windows_power_on,Normal,Powered On,Windows Server 2012,10 Jan 2023,64-bit,2,16.00,Installed
VM-64058,PoweredOn,Need Attention,Powered Off,Windows Server 2008 R2,14 Jan 2020,64-bit,4,8.00,Installed
VM-64060,PoweredOn,Need Attention,Powered Off,Windows Server 2008 R2,14 Jan 2020,64-bit,4,8.00,Installed
VM-641234,PoweredOn,Normal,Powered Off,Windows Server 2012,10 Jan 2023,64-bit,4,32.00,Installed
VM-641243,PoweredOn,Normal,Powered Off,Windows Server 2012,10 Jan 2023,64-bit,2,4.00,Installed
VM-641245,PoweredOn,Normal,Powered Off,Windows Server 2012,10 Jan 2023,64-bit,4,8.00,Installed
VM-641247,PoweredOn,Normal,Powered Off,Windows Server 2012,10 Jan 2023,64-bit,4,8.00,Installed
VM-641263,PoweredOn;PowerOn/Win2008R2;windows_power_on,Need Attention,Powered On,Windows Server 2008 R2,14 Jan 2020,64-bit,2,28.00,Installed
VM-651445,PoweredOn,Normal,Powered Off,Windows Server 2012,10 Jan 2023,64-bit,1,2.00,Installed
VM-659384,PoweredOn,Need Attention,Powered Off,Windows Server 2008 R2,14 Jan 2020,64-bit,6,32.00,Installed
VM-692065,PoweredOn;windows_power_on,Normal,Powered On,Windows Server 2012,10 Jan 2023,64-bit,6,16.00,Installed
VM-702,PoweredOn,Normal,Powered On,Other Linux,,32-bit,1,2.00,Installed
VM-704404,PoweredOn,Normal,Powered Off,Ubuntu Linux,,64-bit,4,7.81,Installed
VM-707,PoweredOn,Noteworthy,Powered On,CentOS 4/5/6,,32-bit,1,0.25,Installed
VM-71265,PoweredOn;win2008on;windows_power_on,Need Attention,Powered On,Windows Server 2008,14 Jan 2020,32-bit,6,32.00,Installed
VM-718579,PoweredOn,Need Attention,Powered Off,Windows Server 2008 R2,14 Jan 2020,64-bit,8,32.00,Installed
VM-718580,PoweredOn,Need Attention,Powered Off,Windows Server 2008 R2,14 Jan 2020,64-bit,4,8.00,Installed
VM-727872,PoweredOn,Normal,Powered Off,Windows Server 2012,10 Jan 2023,64-bit,4,96.00,Installed
VM-728342,PoweredOn,Need Attention,Powered Off,Oracle Solaris 10,1 Jan 2021,64-bit,2,2.00,Installed
VM-729998,PoweredOn,Need Attention,Powered Off,Windows Server 2008 R2,14 Jan 2020,64-bit,8,8.00,Installed
VM-738447,PoweredOn;windows_power_on,Normal,Powered On,Windows Server 2012,10 Jan 2023,64-bit,2,4.00,Installed
VM-742648,PoweredOn,Normal,Powered Off,Windows Server 2012,10 Jan 2023,64-bit,2,4.00,Installed
VM-744955,PoweredOn,Normal,Powered Off,Windows Server 2012,10 Jan 2023,64-bit,8,16.00,Installed
VM-758114,PoweredOn;windows_power_on,Normal,Powered On,Windows Server 2012,10 Jan 2023,64-bit,2,4.00,Installed
VM-775036,PoweredOn,Normal,Powered Off,Windows Server 2012,10 Jan 2023,64-bit,4,8.00,Installed
VM-775041,PoweredOn,Need Attention,Powered Off,Windows Server 2008 R2,14 Jan 2020,64-bit,8,8.00,Installed
VM-78395,PoweredOn,Need Attention,Powered Off,Windows Server 2008 R2,14 Jan 2020,64-bit,8,32.00,Installed
VM-783970,PoweredOn,Normal,Powered Off,Windows Server 2012,10 Jan 2023,64-bit,4,6.00,Installed
VM-78398,PoweredOn,Need Attention,Powered Off,Windows Server 2008 R2,14 Jan 2020,64-bit,4,8.00,Installed
VM-784,PoweredOn,Normal,Powered On,Other Linux,,64-bit,8,2.00,Installed
VM-788297,PoweredOn,Need Attention,Powered Off,Windows Server 2008 R2,14 Jan 2020,64-bit,8,40.00,Installed
VM-789386,PoweredOn,Normal,Powered On,Red Hat Enterprise Linux 6,30 Nov 2023,64-bit,8,4.00,Installed
VM-826262,PoweredOn,Normal,Powered Off,Windows Server 2012,10 Jan 2023,64-bit,4,8.00,Installed
VM-841035,PoweredOn,Normal,Powered Off,Windows Server 2012,10 Jan 2023,64-bit,2,15.99,Installed
VM-841644,PoweredOn,Need Attention,Powered Off,Windows Server 2008 R2,14 Jan 2020,64-bit,8,94.00,Installed
VM-842568,PoweredOn,Need Attention,Powered Off,Windows Server 2008 R2,14 Jan 2020,64-bit,4,10.00,Installed
VM-847502,PoweredOn,Need Attention,Powered Off,Windows Server 2008 R2,14 Jan 2020,64-bit,4,16.00,Installed
VM-848311,PoweredOn,Need Attention,Powered Off,Windows Server 2008 R2,14 Jan 2020,64-bit,4,8.00,Installed
VM-848312,PoweredOn,Need Attention,Powered Off,Windows Server 2008 R2,14 Jan 2020,64-bit,4,8.00,Installed
VM-857193,PoweredOn,Normal,Powered Off,Windows Server 2012,10 Jan 2023,64-bit,2,8.00,Installed
VM-86491,PoweredOn;windows_power_on,Need Attention,Powered On,Windows Server 2003 Standard,14 Jul 2015,32-bit,2,2.00,Installed
VM-866461,PoweredOn,Noteworthy,Powered On,CentOS 4/5/6/7,,64-bit,1,2.00,Installed
VM-867476,PoweredOn,Normal,Powered Off,Ubuntu Linux,,64-bit,2,4.00,Installed
VM-869273,PoweredOn,Normal,Powered Off,Windows Server 2012,10 Jan 2023,64-bit,16,96.00,Installed
VM-869280,PoweredOn,Normal,Powered Off,Windows Server 2012,10 Jan 2023,64-bit,4,16.00,Installed
VM-874035,PoweredOn,Need Attention,Powered Off,Oracle Solaris 10,1 Jan 2021,64-bit,2,4.00,Installed
VM-875839,PoweredOn,Need Attention,Powered Off,Oracle Solaris 10,1 Jan 2021,64-bit,2,4.00,Installed
VM-87717,PoweredOn,Need Attention,Powered Off,Windows Server 2008 R2,14 Jan 2020,64-bit,1,4.00,Installed
VM-877249,PoweredOn,Need Attention,Powered Off,Windows Server 2008 R2,14 Jan 2020,64-bit,8,8.00,Installed
VM-877250,PoweredOn,Need Attention,Powered Off,Windows Server 2008 R2,14 Jan 2020,64-bit,4,8.00,Installed
VM-879746,PoweredOn,Need Attention,Powered Off,Windows Server 2008 R2,14 Jan 2020,64-bit,2,4.00,Installed
VM-879748,PoweredOn,Need Attention,Powered Off,Windows Server 2008 R2,14 Jan 2020,64-bit,2,8.00,Installed
VM-887281,PoweredOn,Normal,Powered Off,Windows Server 2012,10 Jan 2023,64-bit,2,4.00,Installed
VM-888680,PoweredOn,Normal,Powered Off,Windows Server 2012,10 Jan 2023,64-bit,6,32.00,Installed
VM-892325,PoweredOn,Normal,Powered Off,Windows Server 2012,10 Jan 2023,64-bit,6,32.00,Installed
VM-892357,PoweredOn,Need Attention,Powered Off,Windows Server 2008 R2,14 Jan 2020,64-bit,6,32.00,Installed
VM-892358,PoweredOn,Need Attention,Powered Off,Windows Server 2008 R2,14 Jan 2020,64-bit,6,32.00,Installed
VM-907024,PoweredOn,Normal,Powered Off,Windows Server 2012,10 Jan 2023,64-bit,2,12.00,Installed
VM-913604,PoweredOn,Need Attention,Powered Off,Windows Server 2008 R2,14 Jan 2020,64-bit,4,8.00,Installed
VM-913609,PoweredOn,Need Attention,Powered Off,Windows Server 2008 R2,14 Jan 2020,64-bit,4,8.00,Installed
VM-914830,PoweredOn,Need Attention,Powered Off,Windows Server 2008 R2,14 Jan 2020,64-bit,2,8.00,Installed
VM-9209,PoweredOn,Need Attention,Powered Off,Windows Server 2008 R2,14 Jan 2020,64-bit,2,8.00,Installed
VM-92543,PoweredOn,Normal,Powered Off,Ubuntu Linux,,64-bit,4,8.00,Installed
VM-931949,PoweredOn,Normal,Powered Off,Windows Server 2012,10 Jan 2023,64-bit,4,8.00,Installed
VM-980498,PoweredOn,Normal,Powered Off,Windows Server 2012,10 Jan 2023,64-bit,2,8.00,Installed
VM-997254,PoweredOn,Normal,Powered Off,Other 2.6.x Linux,,64-bit,2,4.00,Installed
VM-997256,PoweredOn,Normal,Powered Off,Other 2.6.x Linux,,64-bit,2,4.00,Installed
